"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","bias_up","bias_down","rel_mse","method"
"129",29,3e+05,0.3,0.01,-1,0.692665890570431,-7.41338671375155e-06,-0.000888325444605119,0.000489475726662774,-0.000660797967358241,-0.192409935516235,"EB"
"130",30,3e+05,0.3,0.01,-1,0.652073732718894,-6.16862740974198e-06,-0.000728374799621113,0.000122044226018472,-0.000218857673552484,-0.158387041311119,"EB"
"131",31,3e+05,0.3,0.01,-1,0.628175519630485,-6.48055080803468e-06,-0.000814496050242867,7.88845661455966e-05,-0.000435252625118134,-0.185724532359767,"EB"
"132",32,3e+05,0.3,0.01,-1,0.652985074626866,-6.81347595884994e-06,-0.000772487033387525,0.000233133140443009,-9.47153675398295e-05,-0.161057795002583,"EB"
"133",33,3e+05,0.3,0.01,-1,0.637454981992797,-6.8072725825219e-06,-0.000824832167220726,8.99979508241872e-05,-4.73673540083218e-05,-0.18172611369036,"EB"
"134",34,3e+05,0.3,0.01,-1,0.626794258373206,-5.85345095348061e-06,-0.000733798973019389,3.96352850855442e-05,5.86945218764421e-05,-0.168481963576401,"EB"
"135",35,3e+05,0.3,0.01,-1,0.685185185185185,-8.4126794110999e-06,-0.00103244343540444,0.000271125511561896,-0.000204322900229638,-0.224914507742655,"EB"
"136",36,3e+05,0.3,0.01,-1,0.654929577464789,-8.12186803882446e-06,-0.000947130215030174,0.000128871882787201,4.83000603662403e-05,-0.198927427650653,"EB"
"137",37,3e+05,0.3,0.01,-1,0.649882903981265,-6.64494371095847e-06,-0.00078858838110556,0.000311525888283744,7.83268760996333e-05,-0.171153828802436,"EB"
"138",38,3e+05,0.3,0.01,-1,0.667441860465116,-7.93473316531847e-06,-0.000980880151459171,0.000227955862407615,-0.000407136363471424,-0.21628439150088,"EB"
"139",39,3e+05,0.3,0.01,-1,0.657836644591612,-7.2726641933921e-06,-0.000811549384751988,3.77050900836736e-05,-0.000322434933086156,-0.166079797069973,"EB"
"140",40,3e+05,0.3,0.01,-1,0.652073732718894,-8.04432209762145e-06,-0.000914823736320443,-0.000210439569970341,-0.000716683570635696,-0.188465557266605,"EB"
"141",41,3e+05,0.3,0.01,-1,0.646370023419204,-7.8491936412489e-06,-0.00097556234917477,0.000478836579982723,1.64236631693416e-05,-0.216277929944316,"EB"
"142",42,3e+05,0.3,0.01,-1,0.632867132867133,-4.56383561943065e-06,-0.000557837939712057,3.05535670338206e-06,9.46938342718552e-05,-0.12766439704786,"EB"
"143",43,3e+05,0.3,0.01,-1,0.604923798358734,-6.13176995019018e-06,-0.000699609397316153,-7.90555513801035e-05,0.000204861089636259,-0.147843771359781,"EB"
"144",44,3e+05,0.3,0.01,-1,0.602579132473622,-3.10456295968127e-06,-0.000351360414485765,2.01135124185669e-05,-0.00018825452837393,-0.0764891492344431,"EB"
"145",45,3e+05,0.3,0.01,-1,0.631823461091754,-5.69153094551208e-06,-0.000664324711600612,7.69902788964967e-05,-6.09730563119624e-05,-0.143922231090585,"EB"
"146",46,3e+05,0.3,0.01,-1,0.665871121718377,-8.25738719871804e-06,-0.000912708659643648,0.000420078234611445,-0.000389202207682495,-0.183277935166414,"EB"
"147",47,3e+05,0.3,0.01,-1,0.648550724637681,-7.55738235062559e-06,-0.000922770033873324,0.000186998875629149,4.10922364228258e-05,-0.202524911312146,"EB"
"148",48,3e+05,0.3,0.01,-1,0.637311703360371,-7.37115824856898e-06,-0.00085543184664705,0.000117161829369676,-8.27316352293474e-05,-0.180617227695548,"EB"
"149",49,3e+05,0.3,0.01,-1,0.631578947368421,-6.14056973546532e-06,-0.000758260772493663,-0.000459117086095907,-0.000192028030626688,-0.171232791216138,"EB"
"150",50,3e+05,0.3,0.01,-1,0.635365853658537,-4.93454302524814e-06,-0.000583477453340969,-0.000304904391651494,0.000103104188615093,-0.129079298892661,"EB"
"151",51,3e+05,0.3,0.01,-1,0.62158956109134,-5.18919481465418e-06,-0.000618997399929557,-0.00044738461982667,-0.00022393099296509,-0.137521010931775,"EB"
"152",52,3e+05,0.3,0.01,-1,0.608748481166464,-8.60759957538843e-06,-0.000931923512841184,0.000487551750265218,-0.00024271450582561,-0.183299706481064,"EB"
"153",53,3e+05,0.3,0.01,-1,0.580568720379147,-4.26548961629253e-06,-0.000471550871533891,0.000378816597693587,-1.25912357309579e-05,-0.0990943246032764,"EB"
"154",54,3e+05,0.3,0.01,-1,0.65162037037037,-4.01601102793378e-06,-0.000494151431277792,-0.000209134527092711,-5.28124965380055e-05,-0.114635851927621,"EB"
"155",55,3e+05,0.3,0.01,-1,0.638724911452184,-6.62389384553906e-06,-0.000794678712726178,0.000358680334664,1.47510820928234e-05,-0.174080974517788,"EB"
"156",56,3e+05,0.3,0.01,-1,0.631458094144661,-5.82477476646199e-06,-0.000710917669636569,-6.89623884448651e-06,2.16274049968794e-05,-0.159680779010023,"EB"
"157",57,3e+05,0.3,0.01,-1,0.641509433962264,-6.35129660339088e-06,-0.000744193500072093,0.000130468001210716,-0.00016911326841133,-0.160409643834658,"EB"
"158",58,3e+05,0.3,0.01,-1,0.618932038834951,-7.61385930351174e-06,-0.000894380856116324,-0.000411400289616844,-0.000257979720596558,-0.190144609488923,"EB"
"159",59,3e+05,0.3,0.01,-1,0.622298065984073,-5.80044569398158e-06,-0.000686742491968153,-9.54197809790459e-05,9.58377767203005e-05,-0.150386054748566,"EB"
"160",60,3e+05,0.3,0.01,-1,0.625737898465171,-8.31142619342631e-06,-0.000966645894691021,0.0001116874614045,0.000134299927355107,-0.202124468500741,"EB"
"161",61,3e+05,0.3,0.01,-1,0.643818849449204,-6.38570435542768e-06,-0.000776930481404263,-4.80613290879686e-06,-5.82676074933014e-05,-0.172726534987737,"EB"
"162",62,3e+05,0.3,0.01,-1,0.637243047158404,-7.34885619916298e-06,-0.000938663467147756,-0.000194756044033179,-0.000443669474090882,-0.214117851830558,"EB"
"163",63,3e+05,0.3,0.01,-1,0.626491646778043,-5.35450984212943e-06,-0.000633073247766149,-0.000155519471639141,-0.000317159168791628,-0.139274172828343,"EB"
"164",64,3e+05,0.3,0.01,-1,0.631642512077295,-6.21289524729838e-06,-0.000734839777210718,0.000216749792918535,0.000159194768916257,-0.159928539735075,"EB"
"165",65,3e+05,0.3,0.01,-1,0.678486997635934,-7.91700501393316e-06,-0.000939817887757768,0.00027835197373267,-4.0036627571851e-06,-0.200734385929182,"EB"
"166",66,3e+05,0.3,0.01,-1,0.663924794359577,-9.53954267848181e-06,-0.00108680296923878,0.00024222886082152,-0.000587921754356957,-0.220348023146351,"EB"
"167",67,3e+05,0.3,0.01,-1,0.655793025871766,-7.39418325143078e-06,-0.000845301419269894,0.000667131885400208,-0.000210682427350744,-0.176238589689707,"EB"
"168",68,3e+05,0.3,0.01,-1,0.648550724637681,-6.28403219873693e-06,-0.000711522139053979,6.1664478074699e-05,-0.000208673262556725,-0.149113899559196,"EB"
"169",69,3e+05,0.3,0.01,-1,0.634433962264151,-6.83892880844908e-06,-0.000782697787313176,-3.97710707059245e-05,-2.5560195426003e-05,-0.164426533368931,"EB"
"170",70,3e+05,0.3,0.01,-1,0.636150234741784,-7.08788457735717e-06,-0.000774470558153864,0.000117541263680989,-0.000101837029628996,-0.156042896132672,"EB"
"171",71,3e+05,0.3,0.01,-1,0.635502958579882,-7.36427675592837e-06,-0.000862660371232655,-5.03647224508976e-05,-5.24164394650884e-05,-0.183557160347703,"EB"
"172",72,3e+05,0.3,0.01,-1,0.676905574516496,-6.46099382271378e-06,-0.000733874724354319,0.000552889975559113,-0.00044318512853858,-0.153887288481281,"EB"
"173",73,3e+05,0.3,0.01,-1,0.648648648648649,-5.72364013404146e-06,-0.000660734918163411,0.000208002967401803,5.17730329756733e-05,-0.141738862079633,"EB"
"174",74,3e+05,0.3,0.01,-1,0.629675810473815,-6.78602616398379e-06,-0.000831177644637275,-0.000120714718444417,-0.000339064259092516,-0.18479795085797,"EB"
"175",75,3e+05,0.3,0.01,-1,0.638051044083527,-5.72420168002446e-06,-0.000624850744585449,0.000243780434794935,0.000216413008968194,-0.127706110094592,"EB"
"176",76,3e+05,0.3,0.01,-1,0.646699266503667,-6.10393167447925e-06,-0.000762197602676516,0.000297456727987783,-9.48435593306734e-05,-0.17380879190208,"EB"
"177",77,3e+05,0.3,0.01,-1,0.631768953068592,-8.10254812467957e-06,-0.000920476262905942,-4.91566774921566e-06,-4.42353355276682e-05,-0.189339251061776,"EB"
"178",78,3e+05,0.3,0.01,-1,0.621779859484778,-6.5344014636194e-06,-0.000744965433700754,0.000366305779894493,-3.60510903403789e-05,-0.156564859514343,"EB"
"179",79,3e+05,0.3,0.01,-1,0.627098321342926,-6.27091303336706e-06,-0.000750670619088342,-0.00033545381559828,6.76191629252364e-05,-0.164902486784864,"EB"
"180",80,3e+05,0.3,0.01,-1,0.637349397590361,-6.25857217924325e-06,-0.000721350020901987,0.000267658917186053,9.28071039726642e-05,-0.153518850709444,"EB"
"181",81,3e+05,0.3,0.01,-1,0.643540669856459,-7.90957067814767e-06,-0.000946615992381954,0.000113560310408657,-0.000206243490155767,-0.203524232982945,"EB"
"182",82,3e+05,0.3,0.01,-1,0.637971698113208,-7.34007014781446e-06,-0.000849628854897041,-9.35787209460521e-05,-0.000313067811379328,-0.179080779631174,"EB"
"183",83,3e+05,0.3,0.01,-1,0.637019230769231,-6.54183698556641e-06,-0.000790369066280835,-0.000123335594130923,3.43627170214364e-05,-0.17433377411826,"EB"
