"","n_samples","h2","prop_effect","S","flb","mse","rmse","bias_up","bias_down","rel_mse","flb_error","mse_error","rmse_error","bias_up_error","bias_down_error","rel_mse_error","method"
"4014",30000,0.3,0.001,-1,0.834771541075467,-0.000963398500006123,-0.0159040195298463,0.0100504807361405,-0.019732393757319,-0.658976277122167,0.0123106227081124,5.77856938206209e-05,0.000597477974996592,0.000721363888389621,0.000845029395487785,0.0105054288464919,"cl2"
"5014",3e+05,0.3,0.001,-1,0.692820599301235,-5.95237430429846e-05,-0.00369024681229769,0.00202993342183401,-0.0040272041380741,-0.605715226207686,0.012966640766957,4.67181726382897e-06,0.000237566986233255,0.000162893953201947,0.000270705059083689,0.0276834653681833,"cl2"
"6014",30000,0.8,0.001,-1,0.754833892674804,-0.00073696117957384,-0.0132740854877912,0.00735778997918748,-0.0161483291138969,-0.622146742420263,0.0138294332775743,6.15540877171777e-05,0.000983294156949009,0.000701774809164958,0.000963954535696874,0.0354241906727493,"cl2"
"7014",3e+05,0.8,0.001,-1,0.675502273989496,-5.56372809262895e-05,-0.00356729506438444,0.00197342227906572,-0.00374862701246512,-0.606078981548127,0.0119433954894756,4.03334258216825e-06,0.000178022535505572,0.000189028975764571,0.000239722351446118,0.0138256546768579,"cl2"
"8014",30000,0.3,0.01,0,0.996635204166921,-0.0013125322066748,-0.019620473101719,0.0176020718611375,-0.0227781178934244,-0.701660398731916,0.00246975891447419,7.38576263266852e-05,0.000593121336194338,0.000761970599682506,0.000802716871562671,0.00884696784641465,"cl2"
"9014",3e+05,0.3,0.01,0,0.601441230406657,-2.02687067784187e-05,-0.00177724112341233,-0.000239026629339228,-0.00464927479758295,-0.46616894241838,0.00782485897085988,1.82878661421127e-06,0.000141697899393633,7.67108225621969e-05,0.000267065042081146,0.028478612806975,"cl2"
"10014",30000,0.8,0.01,0,0.856222459089735,-0.000751677471801074,-0.0144421418207271,0.00641879848985684,-0.0219756555505403,-0.680305789086272,0.00926425034679461,4.18535794761942e-05,0.000463712087737285,0.000493411226389388,0.00070637777662713,0.00812397040091222,"cl2"
"11014",3e+05,0.8,0.01,0,0.553353296595709,-1.06873612937644e-05,-0.00104373896305054,-0.000237967302030261,-0.00210215182113376,-0.335204578725623,0.00702672255179264,1.31811101733292e-06,0.000120247709813731,6.62635516765508e-05,0.000198246634315739,0.0321233930250924,"cl2"
"12014",30000,0.3,0.001,0,0.8288192714098,-0.000962890397508661,-0.0160668675533389,0.00949424552261804,-0.0216580980418853,-0.667100276904796,0.0120377976873898,6.21055740251721e-05,0.000619288221370227,0.000721336173334992,0.000825824233012057,0.00932826202456677,"cl2"
"13014",3e+05,0.3,0.001,0,0.699596633670416,-6.22497743974543e-05,-0.00383071798161243,0.00195467429203077,-0.00484531475368236,-0.61761049360429,0.0122760281833361,4.24900442445133e-06,0.000175127927525799,0.000156743448637108,0.000282469458194514,0.0137454389511809,"cl2"
"14014",30000,0.8,0.001,0,0.760730024739932,-0.000765641753203169,-0.0139263333964996,0.00714176296596596,-0.0191609262282378,-0.645208863408086,0.0106355726580578,4.85361772198896e-05,0.000558989952223124,0.000626867298670374,0.000808318788851372,0.0105162782061838,"cl2"
"15014",3e+05,0.8,0.001,0,0.683053255870461,-5.61410788924409e-05,-0.00357851178652485,0.00188308391720668,-0.00426897451106804,-0.602767140465827,0.0126248724612747,6.32627952589949e-06,0.00039556874003018,0.000152265477472045,0.000232096391131658,0.0573682740364154,"cl2"
"16014",30000,0.3,0.01,1,0.999282969276596,-0.00132217021957337,-0.0196630665191155,0.0179482315946984,-0.022900546713801,-0.700423387296037,0.00109471907584724,5.92043670903597e-05,0.000468170489681445,0.00073078727146913,0.000655082261850682,0.00867553901812589,"cl2"
"17014",3e+05,0.3,0.01,1,0.581723123167475,-1.80456830513514e-05,-0.00161369116274215,-0.000392475570217329,-0.00623877365627566,-0.440082040815567,0.00814125464891531,2.03428575166672e-06,0.000164983532410016,7.5276230296844e-05,0.000268001704330995,0.0353175663984742,"cl2"
"18014",30000,0.8,0.01,1,0.875565971905302,-0.00077104741031197,-0.0147284468465172,0.00672602436014776,-0.0228001681910786,-0.685666434328636,0.00868404142797802,4.63841406233465e-05,0.000506084519088285,0.000418202948930755,0.000770073434737853,0.00915644886033028,"cl2"
"19014",3e+05,0.8,0.01,1,0.550043332930032,-1.04702630602107e-05,-0.00102129397698428,-0.000239544286308716,-0.00387241240736647,-0.329217332727985,0.00717731830945623,1.08906745947266e-06,9.69483175752337e-05,6.14012209432809e-05,0.000226835166630211,0.0246743059063084,"cl2"
"20014",30000,0.3,0.001,1,0.81839663065246,-0.000935808135243236,-0.0157566857067865,0.00883203564803645,-0.0225769550018502,-0.663079249558064,0.0103452187906881,5.94936276395275e-05,0.000592759756748743,0.000675903402384427,0.000741792649714367,0.00911747180520063,"cl2"
"21014",3e+05,0.3,0.001,1,0.708671692223443,-6.49707351311712e-05,-0.00394607069962893,0.00200600575630926,-0.00560065234510426,-0.623938803258698,0.0141969789492232,3.82127447119171e-06,0.000151815617733765,0.000174986241936714,0.000289812259478531,0.0122187319331996,"cl2"
"22014",30000,0.8,0.001,1,0.757682011057876,-0.000760566196860231,-0.0138471913235418,0.0067835118765718,-0.0210857442869577,-0.643426519081538,0.0118100092491031,5.06653373615997e-05,0.000573133072282487,0.000622993882406927,0.000810596471857458,0.00962372785164466,"cl2"
"23014",3e+05,0.8,0.001,1,0.69999172017046,-6.13466432117374e-05,-0.00383508681499226,0.00200635868936369,-0.00487275550155089,-0.62405778801285,0.0102020531993779,3.84239388359446e-06,0.000160532640675558,0.000166709597346701,0.000252949278826354,0.013839228066909,"cl2"
"15",30000,0.3,0.01,-1,0.987637742627436,-0.0015056028560056,-0.0237692679946181,0.0132759066097223,-0.0170584584037207,-0.793697130522328,0.00385987070471954,8.92394435051546e-05,0.00087152629567807,0.000670454230016618,0.000668837656683868,0.0118865307605528,"cl3"
"1015",3e+05,0.3,0.01,-1,0.604066886957181,-1.82082118010128e-05,-0.00149410013238956,-0.000519641185795165,-0.00155416284676326,-0.388730480259277,0.00882490858297642,1.83321687991046e-06,0.000137062722713607,9.13023334409271e-05,0.00025778732075423,0.0264385238340091,"cl3"
"2015",30000,0.8,0.01,-1,0.82831591018113,-0.000853650340682403,-0.0164444807113507,0.00389914882646824,-0.0149693164994176,-0.73071700261875,0.0102964142728104,5.16154729673488e-05,0.000716552717969982,0.000532765058577182,0.000812914976357055,0.0145094741331127,"cl3"
"3015",3e+05,0.8,0.01,-1,0.556644879800113,-6.92908814062383e-06,-0.000637038364595376,-0.000372179160810523,-0.000290768064450619,-0.206508264619707,0.00631489078512004,2.5859212112638e-06,0.000221214129784432,7.08926888799593e-05,0.000174191525767035,0.0733466070454101,"cl3"
"4015",30000,0.3,0.001,-1,0.833576106764375,-0.00108327633275739,-0.0187779430452704,0.00716475308527314,-0.0148642054733891,-0.740955793118022,0.0124157847153548,6.72313828119389e-05,0.000842480081919194,0.000689694303215465,0.00081687285234209,0.015844078998674,"cl3"
"5015",3e+05,0.3,0.001,-1,0.707834146845172,-6.76891853914268e-05,-0.00438402502070988,0.00150537483783327,-0.0030197252254288,-0.688774507195576,0.0133783625580922,4.75594546097712e-06,0.00023382572628098,0.000151606146441586,0.00025522854513554,0.0193495966451279,"cl3"
"6015",30000,0.8,0.001,-1,0.757889869748923,-0.000833599304129578,-0.0156879495730468,0.00527999538665524,-0.012111240065081,-0.703573367693757,0.0135726813177903,5.82216610573308e-05,0.000892551354278502,0.000673297952374292,0.000922792297955393,0.0219338933549028,"cl3"
"7015",3e+05,0.8,0.001,-1,0.690689048904892,-6.31893813463778e-05,-0.00423331214249632,0.00149090377184426,-0.00284167565326784,-0.688353738597349,0.0137829220967607,4.66112909539739e-06,0.000234965899114616,0.000175500669723784,0.000224572584622353,0.0186573499464339,"cl3"
"8015",30000,0.3,0.01,0,0.989990927656237,-0.00148700884562782,-0.0236644396055971,0.0129652311941844,-0.0174284775511962,-0.794942351221588,0.00435982762427099,8.51086044680361e-05,0.00085243617318242,0.000747526135485097,0.000800608422826404,0.0135793126280903,"cl3"
"9015",3e+05,0.3,0.01,0,0.601085380900699,-2.04666256675682e-05,-0.00179655929782216,-0.000475006054153336,-0.00337640725002802,-0.47040179414181,0.00744726035993974,1.77399364401515e-06,0.000130854692915859,7.64429500262036e-05,0.000259298929507113,0.0212407472951589,"cl3"
"10015",30000,0.8,0.01,0,0.823376719711316,-0.000821673702569237,-0.0164082643539049,0.00360426418889979,-0.0167669864164868,-0.743550170964852,0.0100315553176903,4.8925870239021e-05,0.000661747849470409,0.000479883632138063,0.000715496425429808,0.0128660858105198,"cl3"
"11015",3e+05,0.8,0.01,0,0.557503174461479,-1.04977076241352e-05,-0.00102271448652571,-0.000346916175258292,-0.00135493206527122,-0.329160258182672,0.00707393765239112,1.22677786946842e-06,0.000109560988056654,6.65006580609351e-05,0.000182030312503667,0.0267965902285126,"cl3"
"12015",30000,0.3,0.001,0,0.828298224757738,-0.00108708147306509,-0.0191149557293194,0.00674171860676274,-0.0165315975934854,-0.753107183730143,0.0116827772928648,7.21793066047211e-05,0.000858530969097378,0.000679964234512937,0.000790316649153758,0.0142772652921301,"cl3"
"13015",3e+05,0.3,0.001,0,0.713744138390001,-7.03430381567231e-05,-0.00452279104503285,0.00144342249352279,-0.00364947796163708,-0.697939147974936,0.0125992505746216,4.91708796095017e-06,0.000240054852498654,0.0001420623855353,0.000259741600219268,0.0198995697559023,"cl3"
"14015",30000,0.8,0.001,0,0.7625561646583,-0.000864891894120934,-0.0165121146337304,0.00514985465930863,-0.0144645994596128,-0.728845800344869,0.0113000564838946,5.6358648450063e-05,0.000778545641623422,0.000606557654527955,0.000837762190364858,0.0160873384578807,"cl3"
"15015",3e+05,0.8,0.001,0,0.694404441058308,-6.45395727369112e-05,-0.00430408902775845,0.00140824818032972,-0.00321114235799392,-0.692814277500534,0.0127153834635413,4.53009708515907e-06,0.00024252200813419,0.000140052367398221,0.000221860479748284,0.0221322606792474,"cl3"
"16015",30000,0.3,0.01,1,0.995788760105843,-0.00149753738134837,-0.0236995078453204,0.0132780936406638,-0.0175739445623638,-0.793384940280452,0.00264689712226481,6.6934889371295e-05,0.000696998102670471,0.000738166323442486,0.000697855235641295,0.0137697706690356,"cl3"
"17015",3e+05,0.3,0.01,1,0.585746060298316,-1.80506162771939e-05,-0.00161281988052258,-0.000607661782351567,-0.00469848493625268,-0.439974235152096,0.00775964798231584,1.85746694673668e-06,0.00014197203122706,7.58567392223163e-05,0.000255101558017301,0.0249373932026811,"cl3"
"18015",30000,0.8,0.01,1,0.833146317345187,-0.000842607897146305,-0.0167412063104513,0.00379591737848004,-0.0174661747349041,-0.749213507196304,0.0109312934406136,5.3454083000906e-05,0.000709771247017501,0.000422647735745831,0.000742053845544801,0.0140476192471224,"cl3"
"19015",3e+05,0.8,0.01,1,0.554120432772105,-1.04673122967262e-05,-0.00102066767396462,-0.000327158889792624,-0.00276151446719997,-0.328936527087605,0.00733788474358483,1.13132688875236e-06,0.000100639528570952,6.25803374654412e-05,0.000212175024714138,0.0245578404884646,"cl3"
"20015",30000,0.3,0.001,1,0.820597576082238,-0.00105547890331197,-0.0187027814868426,0.00622071537827825,-0.0173344186185013,-0.747861897354172,0.0101971934489337,6.86603322233044e-05,0.000807467361547653,0.00062761761295969,0.0007824258092538,0.0136919709620672,"cl3"
"21015",3e+05,0.3,0.001,1,0.724162409376128,-7.37389481031744e-05,-0.00469272559506156,0.0014892132263105,-0.0042370633038849,-0.708210045669838,0.0126950141440737,4.36954830762836e-06,0.000206822917995869,0.00016860647098633,0.000271069763521152,0.017685623436719,"cl3"
"22015",30000,0.8,0.001,1,0.760175017825804,-0.000860429927364403,-0.0164473584050186,0.00490432943258143,-0.0160325890528756,-0.727924144203436,0.0120596422184214,5.81761532408465e-05,0.000763525540057509,0.000599681474886351,0.000803325905341337,0.0144400451506045,"cl3"
"23015",3e+05,0.8,0.001,1,0.706843385626037,-6.98429347632314e-05,-0.00458068759297505,0.0015182663459702,-0.00368735267789844,-0.710538555070997,0.0122906101109095,4.34982057380839e-06,0.000204340635186943,0.000156103436544685,0.000244800656167954,0.017184994276424,"cl3"
"16",30000,0.3,0.01,-1,0.985950913243263,-0.00174900084725249,-0.0313862682618084,4.50572249319573e-06,-2.79166124899123e-05,-0.921847353944122,0.00531381377203758,0.000107022551381233,0.00123985541913352,0.000681503924356715,0.000807600606022029,0.00820768945074045,"rep"
"1016",3e+05,0.3,0.01,-1,0.599060368698355,-3.35955433525287e-05,-0.00320869816116197,-1.86126375823454e-06,2.75607142334134e-05,-0.717991921191624,0.00838927337597645,2.08514052785625e-06,0.000155429559955363,8.21648032341397e-05,0.000168092127067564,0.0153672172330689,"rep"
"2016",30000,0.8,0.01,-1,0.839262381700191,-0.00103509252821732,-0.0226438166720749,2.13358769732348e-05,4.66030336917865e-05,-0.88611549927305,0.0104200608364443,5.77550225820696e-05,0.000799800788931919,0.000350885308379407,0.000630904996608123,0.00752556970409786,"rep"
"3016",3e+05,0.8,0.01,-1,0.550758877192583,-1.92628904011028e-05,-0.00201981091907959,6.1864182372654e-06,-3.20341870516401e-07,-0.576561714409543,0.00696553324177145,1.47907998851545e-06,0.000130811999212395,5.19980026063322e-05,0.000115166010806492,0.0207553114457768,"rep"
"4016",30000,0.3,0.001,-1,0.831049122457013,-0.0013156717334401,-0.0261436777075974,-0.00011947620028061,6.01788885057194e-05,-0.899922551880305,0.0128702751795053,7.77244405754324e-05,0.00100908514488189,0.000550480706247336,0.000772991606988496,0.00889054474406064,"rep"
"5016",3e+05,0.3,0.001,-1,0.7049490709058,-8.31494024308868e-05,-0.00602549359630833,9.62889940173443e-06,-5.5252954264562e-06,-0.84605959219834,0.0141583903560963,5.55656391506293e-06,0.000286761947037613,0.00012732817155023,0.000217562587965372,0.0122068185384832,"rep"
"6016",30000,0.8,0.001,-1,0.755245263284081,-0.00103736498201541,-0.0222854655135644,-5.00547329300915e-06,-8.91629278529847e-05,-0.875655186381118,0.0130577430891321,6.4140407992019e-05,0.000928520561513667,0.000440550405348854,0.000672953832819698,0.0102017300579504,"rep"
"7016",3e+05,0.8,0.001,-1,0.690019615018134,-7.63858011090583e-05,-0.00565727095869845,-2.85192537646402e-06,-1.15960524575798e-05,-0.832173078986853,0.0118794314445972,5.31894820056359e-06,0.000281504442221926,0.000143770700188027,0.000181081505894366,0.0134137819846954,"rep"
"8016",30000,0.3,0.01,0,0.986942694936508,-0.00172475456770336,-0.0311587783410705,5.44985888220842e-05,-1.91309795422762e-05,-0.921802670395259,0.00471799062892842,0.000102769425823845,0.00110989453041976,0.000590988050910374,0.000773654929314956,0.00664082596431735,"rep"
"9016",3e+05,0.3,0.01,0,0.59370864249411,-3.29701081566075e-05,-0.00335362345333279,1.05627265867321e-05,1.19622461176815e-05,-0.758527695003321,0.00831689247768808,2.03897124634318e-06,0.00015232775089045,5.77464339305925e-05,0.000199329029580984,0.0122902617984243,"rep"
"10016",30000,0.8,0.01,0,0.836988100531494,-0.000987637645068606,-0.0224071492431307,2.0776667723281e-06,-4.56524099869919e-06,-0.893746743494629,0.010679828282779,5.67279713570361e-05,0.000822111751920303,0.000370371144889538,0.000717027863292291,0.00760124506393731,"rep"
"11016",3e+05,0.8,0.01,0,0.55368811762295,-2.04347579218184e-05,-0.00226644141734277,-4.09013907178398e-06,-2.09749926269067e-06,-0.641839576641345,0.00686800208857211,1.34970039626315e-06,0.000122867569783112,4.86829611426195e-05,0.000102600526374803,0.0173729722118902,"rep"
"12016",30000,0.3,0.001,0,0.828556532931309,-0.00130823853031477,-0.0263708102694968,-7.87623289710939e-06,-6.70838640997149e-05,-0.906427396788415,0.0110318456680206,8.20478772026461e-05,0.00102420644020671,0.000497508028881249,0.000808068895052902,0.00863395952388013,"rep"
"13016",3e+05,0.3,0.001,0,0.711895078244444,-8.66176819623726e-05,-0.00627491252254845,1.08534248413738e-05,1.43851379281259e-06,-0.859316449341344,0.0122686786073698,5.78365654172009e-06,0.000284096145167539,0.00011737654484319,0.000189905335400888,0.0108512457450145,"rep"
"14016",30000,0.8,0.001,0,0.759834905798838,-0.00105288040090602,-0.0228857133214904,5.0613755519012e-05,-9.90363510501195e-05,-0.887361992812994,0.0109389791615799,6.34621567847711e-05,0.000862729593357101,0.000442744887234741,0.000684796908616818,0.00865047039191478,"rep"
"15016",3e+05,0.8,0.001,0,0.695243033345112,-7.8629719503312e-05,-0.0058406795502829,-7.30457223989687e-06,-3.27256443660092e-05,-0.844011562972125,0.0123462380408871,5.09297429344949e-06,0.000259571937027916,0.000127453697020355,0.000169732053047354,0.0113496328537922,"rep"
"16016",30000,0.3,0.01,1,0.991166351384256,-0.00174381143550495,-0.0314438081728009,-6.26357805880598e-06,1.4101819577977e-05,-0.923598698164986,0.00365310233159609,8.41311509673152e-05,0.00090286148690339,0.000655786856334118,0.000773027476498286,0.00678185488356037,"rep"
"17016",3e+05,0.3,0.01,1,0.574202294976613,-3.07269417178306e-05,-0.00320160437221101,-8.74811889394071e-07,-3.44957609246494e-05,-0.750148502510343,0.00906641052367949,2.06740479682068e-06,0.000159781867586888,5.41127458884933e-05,0.000216402798360055,0.0130867000047448,"rep"
"18016",30000,0.8,0.01,1,0.856516051635637,-0.00100723961784273,-0.0226958545377474,-3.94356949231553e-05,-0.000148299424154107,-0.89558961802999,0.0102230720825449,6.18713623514153e-05,0.000815557256992495,0.00033458139051632,0.000802691957881952,0.00635072258424182,"rep"
"19016",3e+05,0.8,0.01,1,0.550476665258138,-2.02628702317031e-05,-0.00224458458316344,4.26639299936882e-06,-3.20424833600272e-07,-0.637651254116712,0.0058339273928805,1.29853106425618e-06,0.000118529744767488,4.98587642447074e-05,0.000165439732669366,0.0168357545038889,"rep"
"20016",30000,0.3,0.001,1,0.815640811976541,-0.00127758574121086,-0.0260026916473702,-3.83556468548396e-05,-3.92479129676056e-05,-0.905217190523397,0.0113589627830449,8.06520370315251e-05,0.00103086733545148,0.000495057211229609,0.000672150929003023,0.00794842324635389,"rep"
"21016",3e+05,0.3,0.001,1,0.723442668830521,-8.9915080522494e-05,-0.00643372182776931,-1.54875209035445e-05,-4.32307234951453e-06,-0.863352110799785,0.0120513511997291,5.35032464091846e-06,0.000262069664753303,0.000131343502664284,0.000194271098364498,0.0103428445141912,"rep"
"22016",30000,0.8,0.001,1,0.757862464395322,-0.00104570021091015,-0.0227054679444343,6.83008911957032e-05,0.000205867408871495,-0.884633803138586,0.0117674401194076,6.88431026819491e-05,0.000995843234747178,0.00044913516630988,0.000705245417362166,0.00895441403745469,"rep"
"23016",3e+05,0.8,0.001,1,0.706813383539714,-8.37667544721443e-05,-0.00610152617421412,1.3050717716741e-05,3.3665606140378e-05,-0.851962205644871,0.0117314405711359,5.31382668200992e-06,0.000265284053003423,0.000149409525678379,0.000201288608945537,0.0114553483633932,"rep"
"17",30000,0.3,0.01,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"1017",3e+05,0.3,0.01,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"2017",30000,0.8,0.01,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"3017",3e+05,0.8,0.01,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"4017",30000,0.3,0.001,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"5017",3e+05,0.3,0.001,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"6017",30000,0.8,0.001,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"7017",3e+05,0.8,0.001,-1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"8017",30000,0.3,0.01,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"9017",3e+05,0.3,0.01,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"10017",30000,0.8,0.01,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"11017",3e+05,0.8,0.01,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"12017",30000,0.3,0.001,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"13017",3e+05,0.3,0.001,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"14017",30000,0.8,0.001,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"15017",3e+05,0.8,0.001,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"16017",30000,0.3,0.01,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"17017",3e+05,0.3,0.01,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"18017",30000,0.8,0.01,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"19017",3e+05,0.8,0.01,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"20017",30000,0.3,0.001,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"21017",3e+05,0.3,0.001,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"22017",30000,0.8,0.001,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
"23017",3e+05,0.8,0.001,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"naive"
