"","n_samples","h2","prop_effect","S","flb","mse","rmse","bias_up","bias_down","rel_mse","flb_error","mse_error","rmse_error","bias_up_error","bias_down_error","rel_mse_error","method"
"1001",30000,0.8,0.01,0,0.801081948717037,-0.000947690759120101,-0.0206987345407325,0.00149860869082706,-0.00178801524806093,-0.857575876679778,0.0124158090258914,5.52963298136137e-05,0.000799060147164006,0.000673528765213419,0.00133828397988789,0.00985409823280131,"EB"
"1101",3e+05,0.8,0.01,0,0.532629028009325,-1.31141587106842e-05,-0.00131551427698617,8.26358510876152e-05,-0.000400532999446269,-0.41180164271346,0.0216337390913081,1.02407909555162e-06,8.68066758674604e-05,7.14793348460571e-05,0.000202781573808772,0.0180764722511719,"EB"
"1201",30000,0.3,0.001,0,0.787536913092566,-0.00126405020263705,-0.024604885765497,0.00157411424340962,-0.00210778977120468,-0.875578918165419,0.0179500385245107,8.56367589263083e-05,0.00120747104936897,0.000935821913169816,0.00128590223880386,0.0134668371233639,"EB"
"1301",3e+05,0.3,0.001,0,0.610869609458371,-7.91253109934656e-05,-0.00538767476263045,0.000129531790171518,-0.000622091462252914,-0.784719796593754,0.0167841229946035,6.05053686081424e-06,0.000345262922379622,0.00017851354492312,0.000309736014647546,0.0231243326106838,"EB"
"1401",30000,0.8,0.001,0,0.691269039884959,-0.00098729900565812,-0.0203363689244837,0.000630594355208584,-0.00141178043965239,-0.831808785924324,0.0250856802538446,6.72278828601852e-05,0.00109293941236385,0.000829635568686703,0.00140958225950068,0.0171748564758807,"EB"
"1501",3e+05,0.8,0.001,0,0.578520475048693,-7.19316296221923e-05,-0.00504735984372067,0.000327939414276449,-0.00095312085224926,-0.771995752369237,0.0186074267463315,5.16346357587866e-06,0.000298451260510617,0.000227247162014239,0.000350128042812758,0.0219421848878829,"EB"
"1601",30000,0.3,0.01,1,0.978130028862783,-0.00184287967267083,-0.0367421767724071,0.00177881188672885,-0.00248387607167069,-0.976052746721291,0.00653220242890018,8.89941606348721e-05,0.001066282308062,0.00121092676443629,0.00107480863004029,0.00448188303033462,"EB"
"1701",3e+05,0.3,0.01,1,0.604054146833899,-2.40556753224969e-05,-0.00228923881583767,0.000244791142348696,-0.000738791527145774,-0.587261213407464,0.00961035733091333,1.79086688096939e-06,0.000140861800915288,9.24808370927729e-05,0.000479866982821346,0.0214515634494382,"EB"
"1801",30000,0.8,0.01,1,0.820613763550151,-0.000980360401455405,-0.0215201915420416,0.00159012625999766,-0.00187124814324834,-0.871584806954504,0.0142666152719055,6.26007741456427e-05,0.000886950398699563,0.000644228955388969,0.00116587306152238,0.00946630460405424,"EB"
"1901",3e+05,0.8,0.01,1,0.470782719996431,-1.40422040691947e-05,-0.00142613627126985,6.9067165034984e-05,-0.000602750986953289,-0.441839794098089,0.0209757678848687,1.03749359662668e-06,9.10031011483851e-05,7.41696305830516e-05,0.000294638365696654,0.0191176080524131,"EB"
"2001",30000,0.3,0.001,1,0.78773938942826,-0.0012315416220669,-0.0241645117562072,0.00159912391953181,-0.00206731182745413,-0.87254179903076,0.0169285215640515,8.02427341093252e-05,0.00110224308669367,0.000959177744792384,0.00142397133350434,0.0126777922674247,"EB"
"2101",3e+05,0.3,0.001,1,0.610565032902545,-8.37263089461749e-05,-0.00569282910746577,-4.12585300595489e-05,-0.000669269050045004,-0.803857543053734,0.0204088849055191,5.60574978203304e-06,0.00034403155581598,0.000212397063967934,0.000383354283499963,0.0244588056266948,"EB"
"2201",30000,0.8,0.001,1,0.672389397886389,-0.000984790585322047,-0.0203435115094384,0.000289129946593096,-0.00288963026329389,-0.83291269378678,0.0203443445258759,7.05217188752731e-05,0.00114190611565482,0.000904329142997922,0.00163854432841724,0.0172262424029869,"EB"
"2301",3e+05,0.8,0.001,1,0.584842087662042,-8.0230194273852e-05,-0.00567224345939327,0.000245805818748148,-0.00100757205722786,-0.816042772656527,0.0181942519989137,5.59256659412949e-06,0.000367677194084452,0.000216367359533147,0.000374346960102034,0.0280471877526253,"EB"
"11",30000,0.3,0.01,-1,0.951343952437345,-0.00184048446671832,-0.0360249684496858,-0.00102427177481344,-0.00333789556886884,-0.970080962502209,0.00821744967702842,0.000110904028806698,0.00133366418849838,0.000680423603215261,0.000585325301977139,0.00342671389463249,"FIQT"
"1011",3e+05,0.3,0.01,-1,0.473453290004957,-1.59140636615918e-05,-0.00128310091442487,-0.00271084214566663,-0.000800809848447804,-0.33949123625973,0.00917304170181273,1.79025343307026e-06,0.000129726538292961,8.99818584908301e-05,0.000265586962372968,0.0253091550578164,"FIQT"
"2011",30000,0.8,0.01,-1,0.718395952050817,-0.000944744758124642,-0.0192282443223338,-0.00549251580468659,-0.00842338141206462,-0.808546986481661,0.0138497638100716,5.82893182212391e-05,0.000841819511820239,0.000553363032529302,0.000641368094193295,0.0113197308654385,"FIQT"
"3011",3e+05,0.8,0.01,-1,0.432820766592648,-3.33565328525229e-06,-0.000295513588169101,-0.00244445556857411,0.000845321290331325,-0.0988142331439691,0.00619966604908221,1.28400529158288e-06,0.000111316006590793,7.18243488995584e-05,0.000169140615331519,0.0349627373923729,"FIQT"
"4011",30000,0.3,0.001,-1,0.735350438060841,-0.00117919947302297,-0.0214233813022686,-0.0047071908846202,-0.00553441234707415,-0.806272431662352,0.0137870648066814,8.00869162498424e-05,0.00115664484727475,0.000700975404473763,0.00084210163434244,0.0177045698247528,"FIQT"
"5011",3e+05,0.3,0.001,-1,0.608563110080841,-6.57171188596324e-05,-0.0042077567053414,-0.000897146258895421,-0.000881575364990151,-0.66836689564461,0.0144554294661432,5.2327627744524e-06,0.0002710391026451,0.000178242213802775,0.000280322041448323,0.0228060652061221,"FIQT"
"6011",30000,0.8,0.001,-1,0.64689295853322,-0.000841520623902255,-0.0158985262521308,-0.00477489066045503,-0.00440337883425169,-0.709758768681784,0.0146824659044063,6.88763283626528e-05,0.00113205095217017,0.000741337838047882,0.000974910641216046,0.026314899093384,"FIQT"
"7011",3e+05,0.8,0.001,-1,0.607474560041601,-6.254912180832e-05,-0.00417350823796273,-0.000325858640117058,-0.00101216994788437,-0.680896466048665,0.0145996043503627,5.41176656268838e-06,0.000301082456535576,0.000194142120397798,0.000241631050529241,0.0252390865119542,"FIQT"
"8011",30000,0.3,0.01,0,0.9528357226559,-0.00182297354921564,-0.0363203185293512,-0.000880527090679391,-0.00378382782374253,-0.97431305416535,0.00920598795346429,0.000107201711053735,0.00121709343417823,0.000783695394230541,0.000671361842549814,0.00283388527552494,"FIQT"
"9011",3e+05,0.3,0.01,0,0.465491790966718,-1.8297717429177e-05,-0.00157505169127622,-0.00251628121120168,-0.00367042677373923,-0.420319816908246,0.0086297435726642,1.72440398105719e-06,0.000123930963920215,7.33678571266735e-05,0.000258300047901411,0.0207208120421737,"FIQT"
"10011",30000,0.8,0.01,0,0.709086825766886,-0.000915550416329271,-0.0194700445472418,-0.00505156784850834,-0.0109399482657065,-0.828329644783119,0.0126437356158684,5.61557887401447e-05,0.000782483482495386,0.000493152537081833,0.000485272739197845,0.0074437815604478,"FIQT"
"11011",3e+05,0.8,0.01,0,0.431823927488395,-7.29662586696265e-06,-0.00068792723582956,-0.00231744625289489,-0.00130051703815858,-0.228454454412762,0.00660572531046671,1.07466369079242e-06,9.30138921959872e-05,6.76630162350768e-05,0.000209488934231836,0.0249412159830185,"FIQT"
"12011",30000,0.3,0.001,0,0.730279175814149,-0.00121040676962347,-0.0227205847832963,-0.00466325789717293,-0.00806653135856859,-0.838259083187174,0.0142817578712732,8.49388196909261e-05,0.0011137808251108,0.000755483810444388,0.000629030809228926,0.0113756927841435,"FIQT"
"13011",3e+05,0.3,0.001,0,0.619840151011847,-7.04480956567232e-05,-0.00453022014619628,-0.000977735497201933,-0.00189395854095151,-0.698499514041027,0.0122905665567365,5.5887930489077e-06,0.000280646511943374,0.000166517004746374,0.000251209632357527,0.0203364160157827,"FIQT"
"14011",30000,0.8,0.001,0,0.653749194286308,-0.000904317916322369,-0.0176412776831104,-0.00461872800096548,-0.00824216189000106,-0.761725105235087,0.0123547507796532,6.43518317812827e-05,0.000933084778776582,0.00064490072378282,0.000678380967864447,0.015353094357129,"FIQT"
"15011",3e+05,0.8,0.001,0,0.612312209860846,-6.429465419186e-05,-0.00428012017629649,-0.000488632687041333,-0.00155194702809683,-0.689963107380619,0.0135127675512153,4.76975567244259e-06,0.000254458025721273,0.000162961907464719,0.000240689560841605,0.0215670413293198,"FIQT"
"16011",30000,0.3,0.01,1,0.970425121647076,-0.00184735219622423,-0.0370652122887037,-0.000571238948414651,-0.00376249240916084,-0.978385437482625,0.00658775855825216,9.03106481949379e-05,0.0010617544789475,0.000605512612955613,0.000585503087750371,0.00232205827691955,"FIQT"
"17011",3e+05,0.3,0.01,1,0.442216580252489,-1.62106733905581e-05,-0.00142398634542174,-0.00259838456423936,-0.00554310532500057,-0.395022461874769,0.00835943334896541,1.70090350918397e-06,0.000124392360863257,7.37900757526014e-05,0.000252443330014048,0.0217729809552222,"FIQT"
"18011",30000,0.8,0.01,1,0.722891707351209,-0.000949883656571247,-0.0203061834141573,-0.00473843785719713,-0.0114650734675362,-0.844399219794265,0.0130392879791571,6.17864150251487e-05,0.000822969402823145,0.000419563942758139,0.000493961938293879,0.00652160391989364,"FIQT"
"19011",3e+05,0.8,0.01,1,0.421598120783544,-6.75289654402787e-06,-0.000634098206146777,-0.0023876101808372,-0.0035723926021299,-0.211837537958301,0.00623980189971144,1.01158493102567e-06,8.7824087785151e-05,6.43189077596488e-05,0.00023644496850214,0.0242226423473112,"FIQT"
"20011",30000,0.3,0.001,1,0.715828499029295,-0.00117163250979969,-0.022076849628481,-0.00503272202211947,-0.00932417746043139,-0.829826639411936,0.0128639210080044,8.16723913872654e-05,0.00106583894375991,0.000662538213832053,0.000542335532555439,0.0108505306086667,"FIQT"
"21011",3e+05,0.3,0.001,1,0.636291836047102,-7.44764656876003e-05,-0.00475853689839273,-0.000941336025884973,-0.00262417706893885,-0.714871230479559,0.0138239556641616,5.13969774167706e-06,0.000260185622750197,0.000177226882922669,0.000245796579873989,0.0191921182714326,"FIQT"
"22011",30000,0.8,0.001,1,0.651343887517195,-0.000895609745613764,-0.0174512346506377,-0.00505839774809303,-0.0103459935570279,-0.75721775660871,0.0126766393454467,6.83930380673941e-05,0.00100135939027739,0.000649801071328693,0.000604686989644888,0.0162255163483845,"FIQT"
"23011",3e+05,0.8,0.001,1,0.632969149224724,-7.09684298961892e-05,-0.00468793968802577,-0.000320426440541874,-0.00210689914534979,-0.721723538866185,0.0119685701764785,5.02991839968457e-06,0.000272578863345181,0.000166187258094642,0.000239395251122601,0.0230625217976846,"FIQT"
"12",30000,0.3,0.01,-1,0.9821617198799,-0.00171285681239968,-0.0299733765395515,0.00847153296267223,-0.0120833885966293,-0.902895824977054,0.0056256398189186,0.000100682699155265,0.000935352936282338,0.00070981166794969,0.000524336516736473,0.00406860231519624,"BR"
"1012",3e+05,0.3,0.01,-1,0.529642487764105,-1.98103112202997e-05,-0.00164590560905731,-0.00129828021895867,0.000244647709034735,-0.423032381367961,0.00997955086121982,1.75761123035644e-06,0.000126976550118318,0.000103650945434632,0.000274773861709496,0.0221780507901202,"BR"
"2012",30000,0.8,0.01,-1,0.779172656316367,-0.000939840966576009,-0.0190651780163861,0.000135879850801194,-0.00988935603803659,-0.804541555066333,0.0132439250212027,5.32481463276394e-05,0.000664799317318071,0.000607362674780568,0.000761305430358216,0.00753549267962254,"BR"
"3012",3e+05,0.8,0.01,-1,0.49723911310928,-6.98117684483101e-06,-0.000639026656277777,-0.000891571832837812,0.00133509014298504,-0.208330052932035,0.00754699405991583,1.2506231887283e-06,0.00010897788670073,8.59225835327529e-05,0.000221285797191127,0.030521184228821,"BR"
"4012",30000,0.3,0.001,-1,0.758868222672769,-0.00112000076212739,-0.0197407649268743,0.00203907448761107,-0.0097433421474836,-0.765890668027045,0.014210050198688,7.26973832637544e-05,0.000917817722511012,0.000795449506561041,0.000906294880854968,0.0140469301557295,"BR"
"5012",3e+05,0.3,0.001,-1,0.563712383920728,-5.7251526120845e-05,-0.003508453687768,0.000621629895622164,-0.00123476068209481,-0.582222707465345,0.0162706730717693,4.8133980063635e-06,0.000243077188471245,0.000210496518383957,0.00031179460144296,0.0243315205464339,"BR"
"6012",30000,0.8,0.001,-1,0.634963774990875,-0.000785382373267194,-0.0144359950119818,0.000235749165515257,-0.00697397762679491,-0.662478053843761,0.0142277081678511,6.23458819223314e-05,0.000945231456510228,0.000795121099168072,0.00104105607386223,0.0230220591078368,"BR"
"7012",3e+05,0.8,0.001,-1,0.55116418380074,-5.24964307165205e-05,-0.00331133754106474,0.00100990523746642,-0.00156594070885606,-0.571361684592539,0.0271095132419607,4.77858381504429e-06,0.00024619770555571,0.000227848804783157,0.000301158929844564,0.0242947432779088,"BR"
"8012",30000,0.3,0.01,0,0.986461490400081,-0.0016902343577204,-0.0298036494394962,0.00842285944891022,-0.012366591428064,-0.9034599788025,0.00511182854124399,9.6682303591708e-05,0.000856705273070731,0.000753147423337306,0.000522969661738427,0.00407114579892924,"BR"
"9012",3e+05,0.3,0.01,0,0.532463192165514,-2.30524129409353e-05,-0.0020740949561425,-0.0011239684736951,-0.00197862022640852,-0.530024945887042,0.00914801508588827,1.73799355884567e-06,0.00012178247655037,9.48941750418427e-05,0.000263597010188394,0.0161436281997696,"BR"
"10012",30000,0.8,0.01,0,0.779758975415978,-0.000906606518253745,-0.0191510476515039,0.000298910497493858,-0.0118177539410959,-0.820420724774058,0.0119452069770094,5.17783155751809e-05,0.000636905467365172,0.000553923980833127,0.00060654420189388,0.00534224553440452,"BR"
"11012",3e+05,0.8,0.01,0,0.504819640111691,-1.16145417204269e-05,-0.00114511931550853,-0.000799447938705829,3.65638836993961e-05,-0.364441651269764,0.0072594563377311,1.05899185639592e-06,8.86682832128961e-05,7.68270964216428e-05,0.000213556630558678,0.0188865476075714,"BR"
"12012",30000,0.3,0.001,0,0.75838463520948,-0.00115448790316404,-0.0209873578311327,0.00196449198870331,-0.0115854961740923,-0.79969041267323,0.0143846829087437,7.72167877687741e-05,0.000892368566641442,0.000857116561187647,0.000666890740797168,0.00915880654158053,"BR"
"13012",3e+05,0.3,0.001,0,0.574443920890308,-6.45046761382932e-05,-0.00401368475137919,0.000536028766024777,-0.0021490559199436,-0.639488560544488,0.0148958531803244,5.1752291123463e-06,0.000240379771903484,0.000215031254734013,0.00028074466488073,0.0174868533674166,"BR"
"14012",30000,0.8,0.001,0,0.641517429898277,-0.000855077473845033,-0.0162329082696676,0.000498017653822747,-0.00998053708863673,-0.720318672908501,0.0130632918724429,5.90516439396854e-05,0.000775091742796969,0.000733749629134589,0.000778113199771573,0.0123330388990866,"BR"
"15012",3e+05,0.8,0.001,0,0.555240307183793,-5.63155869809418e-05,-0.00358174511294699,0.000842835673178886,-0.00177047864935099,-0.604284840010589,0.0306722172309635,4.29322742045504e-06,0.000213751317694224,0.000180939509630686,0.000292794262536294,0.0201512386020797,"BR"
"16012",30000,0.3,0.01,1,0.995257415634558,-0.00171005637478677,-0.0301030033849842,0.00875589728824913,-0.0124832148003794,-0.9056916351541,0.00281570366356721,8.30745253159837e-05,0.000797636816442506,0.000648072765106853,0.000434174497592555,0.0038894716592144,"BR"
"17012",3e+05,0.3,0.01,1,0.519128503243411,-2.20802696972844e-05,-0.00205432294587691,-0.0011947539521101,-0.00320769369179651,-0.538740178029848,0.00854674894272617,1.75685762014776e-06,0.000126056725165239,9.02312964703573e-05,0.000227550998968218,0.0166729237239038,"BR"
"18012",30000,0.8,0.01,1,0.805643626754841,-0.000938694782918625,-0.0198921201507927,0.000689010742370619,-0.012366459449111,-0.834621347085704,0.0116159613983963,5.79459223155669e-05,0.000691633929943409,0.000476160922531696,0.000573579264391056,0.00517765075648518,"BR"
"19012",3e+05,0.8,0.01,1,0.505910452721103,-1.23292281602041e-05,-0.00122697365046767,-0.000775807557714842,-0.00139766611726271,-0.387738647138434,0.00715977386866831,1.01753160411675e-06,8.58601312778353e-05,7.05316578323845e-05,0.000230041697835512,0.0180227867432564,"BR"
"20012",30000,0.3,0.001,1,0.745488165512206,-0.0011260514980857,-0.0206700414694099,0.00142004637406474,-0.0122977713883485,-0.797751452964738,0.012849333399603,7.3533778800414e-05,0.00083097548868661,0.000748820572824174,0.00069610003388395,0.008059031311035,"BR"
"21012",3e+05,0.3,0.001,1,0.58025282277157,-6.86496114482377e-05,-0.00424631054038764,0.00052112845559092,-0.00291280055409189,-0.65882636587447,0.0164567296928554,4.89708024618566e-06,0.000232075905649622,0.000204184773775743,0.000280493255099108,0.0173133499443529,"BR"
"22012",30000,0.8,0.001,1,0.643836219732684,-0.000863754929382949,-0.0165334388334236,0.000324446394259509,-0.0113635674455433,-0.730388728189927,0.0144742742473243,6.36540052160993e-05,0.000858200275044902,0.000702442119321084,0.000679492967865359,0.0129965146408593,"BR"
"23012",3e+05,0.8,0.001,1,0.563016240181813,-6.33259583643291e-05,-0.00400043943514527,0.000962317921963893,-0.00225626490442144,-0.643976340116508,0.0256551514671702,4.51035807570852e-06,0.000221674787481359,0.000194661174874219,0.0002425699053031,0.0200564668404487,"BR"
"13",30000,0.3,0.01,-1,0.975190885595786,-0.00159588877357074,-0.0262093020717091,0.00856441692571563,-0.0117148917393987,-0.841257922323593,0.00608465445977829,9.68998560392744e-05,0.00111297872778143,0.000714126681804236,0.000755739736392117,0.0148926010195838,"cl1"
"1013",3e+05,0.3,0.01,-1,0.604810484984997,-1.38407479469144e-05,-0.00110027309993988,-0.000784744987660831,-0.000624892911809159,-0.295033632722976,0.00870664893950856,2.14846405442798e-06,0.000165400879472239,0.000100030948207817,0.000267946255477022,0.0369235909564527,"cl1"
"2013",30000,0.8,0.01,-1,0.800577788512789,-0.000855987510857949,-0.0165137526868652,0.000956452517007429,-0.00993066116524985,-0.732561460099331,0.0114496303253086,5.71079732340905e-05,0.000902160371756928,0.000583509784557977,0.00088137357550757,0.0199650736218969,"cl1"
"3013",3e+05,0.8,0.01,-1,0.560843607800444,-4.27789755519877e-06,-0.000382772956648623,-0.000486830299574038,0.000177698364077765,-0.126793833130888,0.00652489504397305,1.76381683710814e-06,0.000156531778481105,7.51037977207078e-05,0.000182754097632149,0.0486076563223763,"cl1"
"4013",30000,0.3,0.001,-1,0.833657025091153,-0.00113721547025699,-0.0202264560259856,0.00427902543440573,-0.00999601718945914,-0.777808652291242,0.0123277374720162,7.38530569124946e-05,0.00108204319629543,0.000703400469424079,0.000869563786394816,0.0207825344147208,"cl1"
"5013",3e+05,0.3,0.001,-1,0.709547518545089,-7.16822879757265e-05,-0.00475927458378614,0.000980816253832533,-0.00201224631278349,-0.729328334044391,0.0133086064053861,5.25332467730929e-06,0.000287338847201667,0.000148150394368749,0.000252907448459117,0.0233439264372348,"cl1"
"6013",30000,0.8,0.001,-1,0.760069785698905,-0.000876075693446263,-0.0168666964871976,0.00320220079412299,-0.00807415101626518,-0.739334642535621,0.013395816538156,6.47504214363919e-05,0.00111763954086342,0.000676477557633112,0.000954053243350356,0.026991486171058,"cl1"
"7013",3e+05,0.8,0.001,-1,0.692028000302368,-6.71534414114156e-05,-0.00461962743073899,0.00100838526462281,-0.00193472429407056,-0.731514027338778,0.0138158807271268,5.08529860773808e-06,0.000285534212964459,0.000169808368968458,0.000223198524865177,0.0228866160688278,"cl1"
"8013",30000,0.3,0.01,0,0.976431961861641,-0.00158042496223433,-0.026227989499403,0.00832839052723123,-0.012078837208968,-0.844864844450221,0.00494879750813533,9.25262231701432e-05,0.00111925783628592,0.000776515603722373,0.000887535425043726,0.0170028809882338,"cl1"
"9013",3e+05,0.3,0.01,0,0.603696306374771,-1.78823279999367e-05,-0.0015341098599723,-0.000710985478967444,-0.00210353970247309,-0.410558500951337,0.00701549744573966,1.99205178332162e-06,0.000153799928957475,8.1423839612935e-05,0.000271772957058501,0.0288746187151206,"cl1"
"10013",30000,0.8,0.01,0,0.794408111216708,-0.000835483227277443,-0.0168256754118492,0.000789729887942733,-0.0115583172824332,-0.755910136441704,0.0107268718784385,5.36388683290622e-05,0.000822622718478739,0.000502281157797066,0.000812309952964457,0.0170189708569705,"cl1"
"11013",3e+05,0.8,0.01,0,0.56069511985369,-8.36421350540999e-06,-0.000797344089890043,-0.000455865048486323,-0.000607712309408686,-0.26190669615729,0.00710521055465712,1.36521232057712e-06,0.000124846778462137,6.89874943624199e-05,0.000176547231029777,0.0340513246940212,"cl1"
"12013",30000,0.3,0.001,0,0.829403603920345,-0.00114814429452468,-0.0208155481780552,0.00398919169090745,-0.0114050971450855,-0.795341602467715,0.0115721392461177,7.90901640379571e-05,0.00108481865144055,0.000689882607915133,0.000826826069120121,0.018300169303935,"cl1"
"13013",3e+05,0.3,0.001,0,0.715189195464122,-7.41890196076922e-05,-0.00488606834676325,0.000932170695014803,-0.00245364116959179,-0.736095113748779,0.0122434647931323,5.40407411713725e-06,0.000304361027634221,0.000136304373889115,0.000252217883682631,0.0257458120237379,"cl1"
"14013",30000,0.8,0.001,0,0.764703988561626,-0.000912424867721825,-0.0178986198733354,0.0031579463526513,-0.00976827269098772,-0.768863890890584,0.0115807446328896,6.20188061145745e-05,0.000998211780498536,0.000616820966394615,0.000933379396327671,0.0211860199657511,"cl1"
"15013",3e+05,0.8,0.001,0,0.69568580277443,-6.86977021417773e-05,-0.00470872041285843,0.000933412443452754,-0.0021533102049198,-0.73736847500919,0.0126522385031204,4.888276065793e-06,0.00027646165514627,0.000138953170842972,0.000233799220159497,0.0226734915094321,"cl1"
"16013",30000,0.3,0.01,1,0.985156740321117,-0.00159189990913448,-0.0262679900651119,0.00860795568662918,-0.0122473424109265,-0.843408066221341,0.00459695433357454,7.18796093372131e-05,0.000938266820956052,0.000817894140343083,0.000815827004752073,0.0172270588889505,"cl1"
"17013",3e+05,0.3,0.01,1,0.592736200645808,-1.53277786596024e-05,-0.00133617550610135,-0.000822847994485806,-0.00315819621622969,-0.373118896334594,0.00726746354208297,2.00745934159193e-06,0.000157864401920892,8.06033307113723e-05,0.000262657487910625,0.0317654971994143,"cl1"
"18013",30000,0.8,0.01,1,0.795174519555933,-0.00085705999215753,-0.0171795457720282,0.000865810396812312,-0.0121321812787295,-0.761934744708104,0.0103584417954138,5.78352545232206e-05,0.000864785101778021,0.000469949573661801,0.000804397176627385,0.017804954302212,"cl1"
"19013",3e+05,0.8,0.01,1,0.557946295126961,-8.62255496938648e-06,-0.000825047252930117,-0.000414773493276532,-0.00165061652703348,-0.270650410786811,0.0074610242541609,1.28367978925082e-06,0.000117461817460389,6.58564032853735e-05,0.000216955841048426,0.0319260296721575,"cl1"
"20013",30000,0.3,0.001,1,0.823780407784096,-0.00111327047925841,-0.020308620429162,0.00360939510852006,-0.0120918822351525,-0.788766106995198,0.0102486029008707,7.47537702603218e-05,0.00100737422004348,0.000627050305656921,0.000882070619412254,0.0174208973132992,"cl1"
"21013",3e+05,0.3,0.001,1,0.724946532336584,-7.81550183110619e-05,-0.00511190845851853,0.000972420696311752,-0.00287347426266555,-0.75066327638702,0.0127388744758034,4.76663545684406e-06,0.000265138688387911,0.000168654097245925,0.000277303478415638,0.0230445375264062,"cl1"
"22013",30000,0.8,0.001,1,0.76220922986087,-0.000909017061024931,-0.0178640557769073,0.00302514698859107,-0.0109794338187935,-0.768999890789926,0.0119922187809888,6.33745524111786e-05,0.000950717752247283,0.000610608962786373,0.000859640474972913,0.0189356601550786,"cl1"
"23013",3e+05,0.8,0.001,1,0.707665277603095,-7.44449883339626e-05,-0.00503297088000351,0.0010301740025767,-0.002501949854246,-0.757394839243288,0.01225780232586,4.66235889396585e-06,0.000244903841847133,0.0001521299446758,0.000253535154098904,0.0204335376413838,"cl1"
"14",30000,0.3,0.01,-1,0.995045612251998,-0.00133241069499145,-0.0197879820018063,0.017987396293729,-0.0224020250680427,-0.702424228722512,0.00272842047483918,7.68930148104273e-05,0.000615100921349101,0.00071838731352964,0.000670257883186922,0.00774138108785697,"cl2"
"1014",3e+05,0.3,0.01,-1,0.60672193485713,-1.9288979877959e-05,-0.00159661281092006,-0.000254537383929499,-0.00248343278171737,-0.412102916346159,0.00880742422326851,1.71644610082521e-06,0.000127093427653268,8.689257919258e-05,0.000260082198948676,0.0250910398309954,"cl2"
"2014",30000,0.8,0.01,-1,0.857843082327724,-0.000789275340306859,-0.0147115383220952,0.00684184513592905,-0.0200079718335854,-0.675716784528569,0.00962169094400336,4.40607559764125e-05,0.000498573239095228,0.000515270338425396,0.000804482987272561,0.00902725956234012,"cl2"
"3014",3e+05,0.8,0.01,-1,0.551909302244421,-7.0149899542536e-06,-0.000669550865565774,-0.000257528022047009,-0.000759234492979003,-0.209196203150199,0.00626230985795694,8.14791905277167e-06,0.000544794559411788,7.07635063606148e-05,0.000173200375228758,0.242671566809352,"cl2"
